지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
경기도,IN-N-OUT주유소,경기 광명시 안양천로 463 (철산동),SK에너지,02-3666-5151,Y,-,1577,1647,-
경기도,KH에너지(주)직영 분당공원주유소,경기 성남시 분당구 새마을로 27 (서현동),SK에너지,031-704-5182,N,-,1678,1707,-
경기도,KTX주유소,경기 광명시 오리로 121(일직동),GS칼텍스,02-899-3020,N,1928,1658,1698,1598
경기도,NH하나로주유소,경기 성남시 분당구 성남대로43번길 11,NH-OIL,031-738-9207,Y,-,1512,1572,1550
경기도,S-OIL 구도일주유소,경기 고양시 덕양구 호국로 1693,S-OIL,031-963-5191,Y,-,1568,1648,1500
경기도,SJ오일(주) 일산주유소,경기 고양시 일산서구 고양대로 535 (대화동),GS칼텍스,031-918-5154,N,1797,1597,1688,-
경기도,SK KH에너지 가나주유소,경기 고양시 덕양구 호국로 1941 (벽제동),SK에너지,031-962-1541,Y,-,1535,1565,-
경기도,SK KH에너지 고촌주유소,경기 김포시 고촌읍 김포대로 336,SK에너지,031-986-9051,Y,-,1577,1667,-
경기도,SK KH에너지 기쁨주유소,경기 고양시 일산동구 고양대로 1064 (식사동),SK에너지,031-977-5156,Y,-,1535,1565,1490
경기도,SK KH에너지 애니골주유소,경기 고양시 일산동구 무궁화로 307 (풍동),SK에너지,031-901-5104,N,-,1535,1565,-
경기도,SK KH에너지 판교모드니주유소,경기 성남시 분당구 동판교로 42 (백현동),SK에너지,031-8017-5153,Y,1977,1647,1687,-
경기도,SK KH에너지 판교운중주유소,경기 성남시 분당구 동판교로 177 (삼평동),SK에너지,031-8017-5155,N,1987,1657,1697,-
경기도,SK부광주유소 원당점,경기 고양시 덕양구 원당로 433 (원당동),SK에너지,031-966-1270,N,-,1544,1634,-
경기도,SK섬마을주유소,경기 고양시 덕양구 호수로 237,SK에너지,031-970-5189,Y,-,1565,1635,-
경기도,SK에너지(주) 두바이주유소,경기 구리시 벌말로 61 (토평동),SK에너지,031-569-1080,N,1819,1625,1715,1480
경기도,SK에너지(주) 백마주유소,경기 고양시 일산동구 중앙로 990 (백석동),SK에너지,031-901-5151,Y,1789,1619,1769,-
경기도,SK에너지(주) 스타팅광동주유소,경기 성남시 분당구 대왕판교로644번길 43,SK에너지,031-8017-5188,N,1797,1657,1697,-
경기도,SK에너지(주) 청평주유소,경기 가평군 청평면 구청평로 89,SK에너지,031-584-0055,N,1939,1629,1739,1500
경기도,SK에너지(주)직영 SK퇴촌주유소,경기 광주시 퇴촌면 정영로 378,SK에너지,031-768-1313,N,1819,1585,1655,1495
경기도,SK에너지(주)직영 오일파워주유소,경기 고양시 일산동구 고양대로 834 (중산동),SK에너지,031-977-5126,Y,1735,1555,1699,-
경기도,SK우리주유소,경기 광주시 경충대로 1454 (쌍령동),SK에너지,031-763-5183,N,-,1649,1768,1640
경기도,SK화정주유소,경기 고양시 덕양구 호국로 430(토당동),SK에너지,031-978-0048,N,1855,1565,1635,1490
경기도,sk(주)산본주유소,경기 군포시 번영로 607 (금정동),SK에너지,031-459-2880,Y,-,1585,1675,-
경기도,sk에너지 준원주유소,경기 광주시 오포읍 오포로 257,SK에너지,031-768-8551,Y,-,1565,1625,1550
경기도,㈜광명제일주유소,경기 광명시  범안로 608 (학온동),SK에너지,02-2611-0491,Y,-,1565,1615,1590
경기도,㈜동호에너지 신월주유소,경기 광주시 초월읍 산수로 308,S-OIL,031-797-8555,N,-,1599,1688,1560
경기도,㈜삼표에너지 군포스타주유소,경기 군포시 고산로 688,GS칼텍스,031-393-5189,Y,1803,1583,1673,1500
경기도,㈜삼표에너지 산본그린주유소,경기 군포시 군포로 231,GS칼텍스,031-462-0202,Y,-,1574,1664,1590
경기도,㈜삼표에너지 삼송주유소,경기 고양시 덕양구 신원1로 93,GS칼텍스,02-381-8341,Y,-,1527,1597,-
경기도,㈜소모에너지 동화주유소,경기 성남시 분당구 돌마로 176 (정자동),GS칼텍스,031-713-3433,N,1792,1542,1598,-
경기도,㈜소모에너지 백궁주유소,경기 성남시 분당구 성남대로407번길 13,GS칼텍스,031-715-0755,N,1775,1542,1598,-
경기도,㈜에스엠에너지,경기 고양시 덕양구 호국로 992,GS칼텍스,031-973-5189,Y,1825,1525,1585,1470
경기도,㈜융창에너지 금정주유소,경기 군포시 공단로 278-29,SK에너지,031-427-3800,N,-,1587,1637,1490
경기도,㈜중흥에너지 한양주유소,경기 고양시 덕양구 권율대로 593 (원흥동),S-OIL,031-903-2222,Y,-,1526,1596,-
경기도,㈜지에스이앤알 인창주유소,경기 구리시 동구릉로 78,GS칼텍스,031-553-5644,N,-,1563,1673,-
경기도,㈜케이엘페트로 고양셀프주유소,경기 고양시 덕양구 충장로 210,현대오일뱅크,031-938-5186,Y,1755,1514,1594,-
경기도,가좌에너지(주),경기 고양시 일산서구 송산로 406 (가좌동),현대오일뱅크,031-923-8222,Y,-,1565,1635,1500
경기도,가평Self주유소,경기 가평군 가평읍 경춘로 2065,현대오일뱅크,031-581-8770,Y,-,1565,1639,-
경기도,가평군농협하나로주유소,경기 가평군 가평읍 경춘로 1785,NH-OIL,031-581-2871,N,-,1609,1659,1500
경기도,가평대박주유소,경기 가평군 청평면 경춘로 1175,S-OIL,031-584-5155,N,-,1639,1638,1500
경기도,가평설악주유소,경기 가평군 설악면 신천중앙로 30,SK에너지,031-585-5140,N,-,1698,1797,1500
경기도,가평주유소,경기 가평군 가평읍 가화로 41-16,S-OIL,031-582-3114,N,-,1690,1780,1500
경기도,가평주유소(서울방향),경기 가평군 설악면 미사리로 544,SK에너지,031-584-5159,N,-,1583,1663,-
경기도,가평주유소(춘천방향),경기 가평군 설악면 미사리로540번길 51,SK에너지,031-584-5149,N,-,1583,1663,-
경기도,갈마full-pay주유소,경기 광주시 경충대로 2237,SK에너지,031-798-7171,Y,-,1535,1575,-
경기도,갑종주유소,경기 광명시 오리로 460,GS칼텍스,02-899-0054,Y,-,1584,1674,1560
경기도,개나리주유소,경기 고양시 덕양구 보광로 126 (벽제동),알뜰주유소,031-962-5545,Y,-,1534,1565,-
경기도,거북이주유소,경기 광주시 경충대로 2110 (중대동),GS칼텍스,031-797-8981,Y,-,1535,1575,-
경기도,걸포주유소,경기 김포시 금포로 1117-6 (걸포동),알뜰주유소,031-983-0301,Y,-,1530,1598,1395
경기도,경기광주(서울방향)주유소/충전소,경기 광주시 곤지암읍 만삼로 211,SK에너지,031-8027-3948,N,-,1574,1648,-
경기도,경기광주(원주방향)주유소/충전소,경기 광주시 곤지암읍 만삼로 270,SK에너지,031-8027-3943,N,-,1574,1648,-
경기도,경기동부주유소,경기 광주시 곤지암읍 경충대로 246,현대오일뱅크,031-763-5178,N,-,1597,1697,1650
경기도,경기주유소,경기 김포시 하성면 하성로 264,SK에너지,031-981-0114,N,-,1599,1695,1500
경기도,경동석유산업(주)고속철주유소,경기 광명시 광명로 207 (가학동),현대오일뱅크,02-2617-9767,N,-,1545,1595,-
경기도,경마장주유소,경기 과천시 중앙로 417 (과천동),SK에너지,02-507-5100,Y,-,1648,1748,1600
경기도,경원주유소,경기 광주시 도척면 마도로 66,SK에너지,031-761-0551,Y,-,1545,1605,1500
경기도,경원주유소,경기 광명시 광명로 136 (가학동),GS칼텍스,02-2060-5177,N,-,1545,1595,1450
경기도,경일석유(주) 신우주유소,경기도 고양시 일산동구  고양대로 952 (식사동),GS칼텍스,031-969-2745,Y,1715,1535,1575,1650
경기도,경일석유(주)신신주유소,경기 고양시 일산동구 백마로 32,GS칼텍스,031-903-5633,Y,-,1525,1594,-
경기도,경일주유소,경기 광주시 곤지암읍 광여로 525,SK에너지,031-769-5181,Y,-,1598,1698,1500
경기도,고동산주유소,경기 가평군 청평면 북한강로 1659,S-OIL,031-584-0578,N,-,1650,1760,1650
경기도,고봉산주유소,경기 고양시 일산동구 고봉로 464 (성석동),SK에너지,031-977-5189,Y,-,1495,1565,-
경기도,고양(문산방향)휴게소주유소,경기 고양시 덕양구 수원문산고속도로 52,GS칼텍스,031-979-5837,Y,-,1549,1619,-
경기도,고양(서울방향)주유소/충전소,경기 고양시 덕양구 수원문산고속도로 51 (성사동),GS칼텍스,031-969-9480,Y,-,1579,1649,-
경기도,고양주유소,경기 고양시 덕양구 호국로 730 (성사동),S-OIL,031-962-5534,Y,-,1525,1575,-
경기도,고일주유소,경기 고양시 일산동구 백마로 455 (풍동),SK에너지,031-902-6096,N,1797,1597,1667,-
경기도,곤지암Self주유소,경기 광주시 곤지암읍 광여로 100,S-OIL,031-768-7770,Y,-,1575,1655,1500
경기도,곤지암스타주유소,경기 광주시 곤지암읍 경충대로 698,GS칼텍스,031-764-0202,Y,-,1585,1668,1550
경기도,곤지암주유소,경기 광주시 곤지암읍 경충대로 426,자가상표,031-766-8339,Y,-,1549,1584,-
경기도,골드밸리주유소,경기 김포시 양촌읍 양곡우회로 141,GS칼텍스,031-981-5920,Y,-,1535,1595,-
경기도,골드스타주유소,경기 김포시 통진읍 월하로 524,GS칼텍스,031-996-5145,Y,-,1545,1596,1400
경기도,광명 나들목주유소,경기 광명시 광명로 417,SK에너지,02-2684-0218,Y,-,1565,1615,-
경기도,광생주유소,경기 광명시 광명로 856 (광명동),S-OIL,02-2689-5512,N,-,1528,1588,-
경기도,광일알뜰주유소,경기 광명시 광명로 712 (광명동),알뜰주유소,02-2617-5151,Y,-,1595,1615,-
경기도,광주농협주유소,경기 광주시 중앙로145번길 6 (경안동),NH-OIL,031-765-5151,Y,-,1545,1595,1500
경기도,광주제2주유소,경기 광주시 경충대로 2130,현대오일뱅크,031-761-0172,N,-,1535,1575,-
경기도,교문주유소,경기 구리시 아차산로 436 (교문동),S-OIL,031-566-3477,Y,-,1563,1673,-
경기도,구도일주유소 김포,경기 김포시 김포한강4로 393 (마산동),S-OIL,031-986-5166,Y,-,1531,1613,-
경기도,구도일주유소 송포,경기 고양시 일산서구 송산로 494 (덕이동),S-OIL,031-916-5189,N,-,1549,1621,1500
경기도,구도일주유소 한강신도시,경기 김포시 김포한강1로 312 (운양동),S-OIL,031-987-8251,Y,-,1533,1598,-
경기도,구름산주유소,경기 광명시 오리로 524 (소하동),SK에너지,02-894-6565,N,-,1639,1769,1750
경기도,구산주유소,경기 고양시 일산서구 구산로 120,SK에너지,031-921-5198,N,-,1568,1649,-
경기도,국토셀프주유소,경기 가평군 조종면 비득재길 120,SK에너지,031-585-6786,Y,-,1619,1619,1500
경기도,굿모닝주유소,경기 김포시 대곶면 율생로 49,GS칼텍스,031-981-5112,N,-,1566,1638,1450
경기도,궁내동주유소,경기 성남시 분당구 대왕판교로 270,현대오일뱅크,031-716-1622,Y,1798,1618,1678,-
경기도,그린랜드주유소,경기 광주시 퇴촌면 정영로 798,GS칼텍스,031-768-3371,Y,-,1565,1645,1550
경기도,기름나라주유소,경기 광주시 회안대로 608 (장지동),SK에너지,031-765-6051,Y,-,1568,1598,-
경기도,김포감정주유소,경기 김포시 김포대로 1135,알뜰주유소,031-986-5199,Y,-,1532,1593,-
경기도,김포농협주유소,경기 김포시 북변로 36,S-OIL,031-984-8251,N,-,1574,1594,1450
경기도,김포대성 주유소,경기 김포시 중봉로 37 (감정동),GS칼텍스,031-988-5515,Y,-,1528,1598,1500
경기도,김포대주유소,경기 김포시 월곶면 김포대로 2937,S-OIL,031-984-5177,Y,-,1558,1648,-
경기도,김포무궁화주유소,경기 김포시 통진읍 김포대로 1999,S-OIL,031-997-5144,N,-,1724,1889,-
경기도,김포신도시주유소,경기 김포시 양촌읍 봉수대로 1731,S-OIL,031-989-5574,Y,-,1547,1627,1600
경기도,김포주유소,경기 김포시 대곶면 대곶북로 210,현대오일뱅크,031-989-5133,N,-,1567,1658,1689
경기도,김포하이웨이주유소,경기 김포시 김포대로 1518 (운양동),S-OIL,031-982-4441,Y,1787,1577,1617,-
경기도,꽃마을주유소,경기도 고양시 덕양구  고양대로 1242 (주교동),GS칼텍스,031-963-2844,N,-,1599,1699,-
경기도,남선석유(주)성현셀프주유소,경기 고양시 일산동구 성현로 78 (성석동),S-OIL,031-977-5182,Y,-,1515,1565,1520
경기도,남이섬주유소,경기 가평군 청평면 경춘로 1484,자가상표,031-584-5127,Y,-,1559,1619,-
경기도,남일주유소,경기 구리시 경춘로 30 (교문동),GS칼텍스,031-563-2105,N,-,1798,1898,1698
경기도,남촌주유소,경기 광주시 초월읍 경충대로 1329,GS칼텍스,031-766-4777,Y,-,1575,1635,-
경기도,너멍골알뜰주유소,경기 고양시 덕양구 호국로 1259,알뜰주유소,02-371-2264,Y,-,1495,1565,1450
경기도,농협하나로유통,경기 고양시 일산서구  대화로 362 (대화동),NH-OIL,031-910-9111,Y,-,1565,1635,1500
경기도,뉴광주농협주유소,경기 광주시 파발로 97,NH-OIL,031-763-9800,Y,-,1545,1595,1500
경기도,달맞이주유소,경기 김포시 월곶면 김포대로 2658,GS칼텍스,000-000-0000,N,-,1557,1599,-
경기도,대곶주유소,경기 김포시 대곶면 율생로 20,S-OIL,031-987-4346,Y,-,1566,1646,1450
경기도,대광주유소,경기 광주시 오포읍 오포로 660,SK에너지,031-766-4992,N,-,1598,1675,1550
경기도,대능주유소,경기 김포시 대곶면 대곶남로 560,SK에너지,031-998-5149,Y,-,1534,1625,1430
경기도,대명주유소,경기 김포시 대곶면 대명항로 501,S-OIL,031-998-0152,N,-,1567,1617,1550
경기도,대명탑주유소,경기 김포시 대곶면 대곶로 14,GS칼텍스,031-984-5144,Y,-,1528,1585,1385
경기도,대보건설(주) 구리(일산방향)주유소,경기 구리시 수도권제1순환고속도로 32,알뜰(ex),031-528-3002,Y,-,1504,1598,-
경기도,대보건설(주) 구리(판교방향)주유소,경기 구리시 수도권제1순환고속도로 27,알뜰(ex),031-555-0740,Y,-,1504,1598,-
경기도,대보주유소,경기도 광주시 도척면 도척로 200,현대오일뱅크,031-798-2521,N,-,1575,1659,1500
경기도,대복주유소,경기 광명시 광명로 344 (노온사동),S-OIL,02-2611-5240,N,-,1569,1595,1500
경기도,대성1주유소,경기 김포시 대곶면 대곶북로 429,GS칼텍스,031-986-5153,Y,-,1548,1598,1500
경기도,대성산업(주)과천주유소,경기 과천시 중앙로 144 (별양동),GS칼텍스,02-503-1941,N,-,1690,1720,1600
경기도,대성석유(주)김포한강신도시주유소,경기 김포시 김포한강3로 400 (마산동),GS칼텍스,031-998-5189,Y,1796,1525,1618,-
경기도,대성석유(주)스타주유소,경기 고양시 덕양구 은빛로 59,GS칼텍스,031-968-7421,Y,-,1495,1595,1500
경기도,대성석유(주)통진대성주유소,경기 김포시 통진읍 하성로 58,GS칼텍스,031-996-7411,N,-,1535,1598,1500
경기도,대성주유소,경기 가평군 하면 청군로 1184,SK에너지,031-585-0758,N,-,1620,1760,1500
경기도,대신석유(주)당리주유소,경기 군포시 용호1로1번길 16 (당동),SK에너지,031-393-9604,N,-,1649,1797,-
경기도,대신석유(주)대자주유소,경기도 고양시 덕양구  통일로 499,SK에너지,031-969-5186,Y,-,1537,1577,-
경기도,대야주유소,경기 군포시 군포로 137 (대야미동),GS칼텍스,031-437-0633,Y,-,1574,1664,-
경기도,대원셀프주유소,경기 광주시 오포읍 포은대로 38,GS칼텍스,031-767-5907,Y,-,1565,1645,1550
경기도,대한에너지,경기 광주시 퇴촌면 천진암로 412,SK에너지,031-765-5545,Y,-,1585,1655,1550
경기도,대화주유소,경기 고양시 일산서구 대화로37번길 58,현대오일뱅크,031-911-0048,Y,-,1525,1598,1450
경기도,덕안주유소,경기 광명시 오리로 270 (소하동),SK에너지,02-898-2365,N,-,1638,1738,1600
경기도,덕양제1주유소,경기 고양시 덕양구 서오릉로 832 (성사동),SK에너지,031-966-5194,Y,1729,1495,1565,-
경기도,덕양제2주유소,경기 고양시 일산서구 경의로 940,SK에너지,031-924-5192,Y,1735,1535,1585,-
경기도,덕양제3주유소,경기 고양시 덕양구 동헌로 187 (대자동),SK에너지,031-969-5189,Y,-,1577,1647,1450
경기도,덕양제4주유소,경기 고양시 일산동구  고봉로 847 (설문동),SK에너지,031-975-5188,Y,-,1545,1565,-
경기도,덕양제5주유소,경기 고양시 일산서구 고양대로 120 (법곳동),SK에너지,031-921-0922,Y,1739,1525,1588,-
경기도,덕양제7주유소,경기 고양시 일산동구 무궁화로 250 (풍동),SK에너지,031-905-5194,Y,1739,1535,1565,1650
경기도,덕양주유소,경기 고양시 덕양구 충장로 142 (행신동),알뜰주유소,031-979-8426,Y,-,1514,1594,-
경기도,덕이셀프주유소,경기 고양시 일산서구 덕이로 94 (덕이동),S-OIL,031-925-1777,Y,-,1522,1585,-
경기도,덕현주유소,경기 가평군 상면 청군로 450,현대오일뱅크,031-584-5188,N,-,1655,1700,1600
경기도,도궁주유소,경기 광주시 도척면 도척윗로 116,GS칼텍스,031-762-8989,N,-,1598,1678,1580
경기도,도척농협주유소,경기 광주시 도척면 노곡로 6,GS칼텍스,031-761-7928,N,-,1565,1615,1500
경기도,돌고래주유소,경기 광주시 회안대로 739 (탄벌동),S-OIL,031-767-6633,Y,-,1565,1595,1500
경기도,동산주유소,경기 김포시 하성면 월하로 600,현대오일뱅크,031-989-2202,N,-,1545,1596,1400
경기도,동원2주유소,경기 고양시 덕양구 통일로 1180 (내유동),GS칼텍스,031-969-5148,Y,-,1514,1564,1450
경기도,동원주유소,경기 고양시 일산서구 고양대로 717 (일산동),SK에너지,031-976-5149,Y,-,1535,1590,-
경기도,동원주유소,경기 고양시 덕양구 고양대로 1900 (동산동),GS칼텍스,02-381-3030,N,-,1527,1597,-
경기도,동일석유 SK양주셀프주유소,경기 구리시 경춘로 196 (수택동),SK에너지,031-563-2019,Y,-,1563,1665,-
경기도,동일석유(주)김포대로주유소,경기도 김포시 통진읍 김포대로 1937,SK에너지,031-988-3017,Y,-,1567,1615,-
경기도,동일석유(주)산업self 주유소,경기 군포시 경수대로 457 (당정동),SK에너지,031-452-3590,Y,-,1575,1615,-
경기도,동진주유소,경기 김포시 월곶면 김포대로 3001,SK에너지,031-987-5185,N,-,1578,1628,1500
경기도,동창베스트(주) 동창주유소,경기 구리시 동구릉로 290 (인창동),SK에너지,031-555-4657,N,-,1565,1665,1590
경기도,동현주유소,경기 가평군 하면 청군로 1303,S-OIL,031-585-5189,N,-,1620,1760,1500
경기도,두월self주유소,경기 광주시 초월읍 산수로 378,SK에너지,031-769-5151,Y,1800,1599,1695,1560
경기도,디더블유에너지,경기 김포시 대곶면 대명항로 346,현대오일뱅크,031-981-2114,N,-,1537,1617,1390
경기도,마곡주유소,경기 김포시 하성면 하성로 383,SK에너지,031-989-2112,N,-,1528,1598,1400
경기도,명보주유소,경기 가평군 가평읍 석봉로 237,SK에너지,031-582-6611,Y,-,1595,1699,1500
경기도,명성주유소,경기 고양시 덕양구 호국로 1628 (벽제동),SK에너지,031-962-9352,Y,-,1535,1565,1495
경기도,명지산주유소,경기 가평군 북면 가화로 687,알뜰주유소,031-581-5188,Y,-,1560,1620,-
경기도,목장주유소,경기 고양시 덕양구 호국로 932,S-OIL,031-967-8805,Y,-,1517,1597,1500
경기도,무지개주유소,경기 김포시 통진읍 김포대로 2002,GS칼텍스,031-996-1844,Y,1797,1577,1637,-
경기도,무진에너지(주) 한강로셀프주유소,경기 김포시 양촌면 석모로 27,GS칼텍스,031-996-1647,Y,-,1526,1618,1490
경기도,문봉주유소,경기 고양시 일산동구 문봉길 66 (문봉동),현대오일뱅크,031-977-5122,N,-,1597,1697,1540
경기도,미광셀프주유소,경기 김포시 고촌읍 김포대로 55-12,SK에너지,031-989-5182,Y,-,1525,1585,-
경기도,미래주유소,경기 광주시 오포읍 태재로 272,현대오일뱅크,031-714-0051,Y,-,1565,1645,1600
경기도,밀목주유소,경기 광주시 회안대로 968 (송정동),GS칼텍스,031-765-1248,Y,-,1565,1595,-
